,id,title,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,OMDb_Year,OMDb_Runtime,OMDb_Plot,OMDb_imdbVotes,OMDb_Poster,IMDB_Score
442,444,The Blob,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1988,95,A deadly entity from space crash-lands near a small town and begins consuming everyone in its path. Panic ensues as shady government scientists try to contain the horrific creature.,45718,https://m.media-amazon.com/images/M/MV5BYjE5NDIzZmQtYzdmNy00NjMxLTk3NjUtY2I2MTllNTU0YzRkXkEyXkFqcGc@._V1_SX300.jpg,6.7
443,445,The Body Snatcher,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1945,78,A ruthless doctor and his young prize student find themselves continually harassed by their murderous supplier of illegal cadavers.,10592,https://m.media-amazon.com/images/M/MV5BNDJkMWM5ZTEtNDJiZi00OWU2LWEwYzAtZGMzMzc1N2YzMGJjXkEyXkFqcGc@._V1_SX300.jpg,7.3
444,446,Burnt Offerings ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,116,A family moves into a large old mansion in the countryside which seems to have a mysterious and sinister power over its new residents.,14043,https://m.media-amazon.com/images/M/MV5BMjEzNzYzNTc3Nl5BMl5BanBnXkFtZTgwMDUwNTkyMTE@._V1_SX300.jpg,6.4
445,447,Carrie ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,98,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",214504,https://m.media-amazon.com/images/M/MV5BNjMwMDVlZjYtMWRlZS00OTU1LTlmYTQtOGViNTdmYTE0ZjRlXkEyXkFqcGc@._V1_SX300.jpg,7.4
446,448,The Omen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,111,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,139473,https://m.media-amazon.com/images/M/MV5BOTgxNjY0OTEtYWExOC00OWJiLWEzY2ItNzNjYTY0YjhjNjlhXkEyXkFqcGc@._V1_SX300.jpg,7.5
447,449,Star Trek: The Motion Picture ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1979,143,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",98689,https://m.media-amazon.com/images/M/MV5BNjcyMmVmMTItNTA3Yy00NGJjLTlmYjQtZWQ3ZjcyNmU5NDQ2XkEyXkFqcGc@._V1_SX300.jpg,6.4
448,450,Star Trek V: The Final Frontier ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,107,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,65341,https://m.media-amazon.com/images/M/MV5BNWEzYmU4ZDYtNWMwMi00YWRmLTg3NDQtMWFhYTI3YWQ2OTQ3XkEyXkFqcGc@._V1_SX300.jpg,5.5
449,451,Grease ,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1978,110,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",309050,https://m.media-amazon.com/images/M/MV5BNGY0NzE0ZTctN2YzNC00M2IwLWI0OWYtMTAwZWU2NjZhMTQwXkEyXkFqcGc@._V1_SX300.jpg,7.2
450,452,Jaws 2 ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,116,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,86918,https://m.media-amazon.com/images/M/MV5BMzAxN2Q5Y2UtMDBkZS00MGQwLWIyZDEtYTgyNGRlZmZiNjI2XkEyXkFqcGc@._V1_SX300.jpg,5.8
451,453,Jaws 3/D ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,99,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,49591,https://m.media-amazon.com/images/M/MV5BYmY3YWZiMTAtZGYyYy00ODc3LTk5NjQtY2RhN2QwNzE2ZGI3XkEyXkFqcGc@._V1_SX300.jpg,3.7
452,454,Bastard Out of Carolina ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,98,A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?,4890,https://m.media-amazon.com/images/M/MV5BODM2ZjQwYTMtMGE5OS00MTEzLTg5MGUtN2U1ZDg4YmQ2MDJhXkEyXkFqcGc@._V1_SX300.jpg,7.3
454,456,Beverly Hills Ninja ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,88,A man tries to rescue a woman with a little help from his half brother.,44917,https://m.media-amazon.com/images/M/MV5BY2IxOTRkMDItYzRjZC00ZDQ4LWEyNTQtZjlmMWExN2U2ZjU5XkEyXkFqcGc@._V1_SX300.jpg,5.6
455,457,Free Willy 3: The Rescue ,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,86,16-year-old Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.,10965,https://m.media-amazon.com/images/M/MV5BNTRiMGMxZjktNjljMC00OTQ0LTk0YjktMjQxNWNiYWY0NGQxXkEyXkFqcGc@._V1_SX300.jpg,4.7
456,458,Nixon ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,192,"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",33259,https://m.media-amazon.com/images/M/MV5BNDk3YWU1NmEtMDBhMC00ZGYwLWFiNzQtMzkwMzg4YjA4MDY4XkEyXkFqcGc@._V1_SX300.jpg,7.1
457,459,"Cry, the Beloved Country ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,106,"A South African preacher goes to search for his wayward son, who has committed a crime in the big city.",2061,https://m.media-amazon.com/images/M/MV5BZjQ1M2Y2ZTgtN2U3OS00YTUxLTgwZmUtNjk1YTdjYTdmYWQzXkEyXkFqcGc@._V1_SX300.jpg,6.8
458,460,The Crossing Guard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,111,Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.,14747,https://m.media-amazon.com/images/M/MV5BNGNjMTcxNzgtM2JiYS00MDc0LWEwYmItOTY1M2JkMzc5MDE4XkEyXkFqcGc@._V1_SX300.jpg,6.3
459,461,Smoke ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,112,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",38706,https://m.media-amazon.com/images/M/MV5BMzgwMGQ1NjAtMWZmYi00NDRhLWFkN2EtN2FjNmFlYWRhNzliXkEyXkFqcGc@._V1_SX300.jpg,7.4
460,462,Like Water For Chocolate ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1992,105,"When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.",19347,https://m.media-amazon.com/images/M/MV5BOTQ0ZjdjYjgtYzhiYS00YTFiLWJmMTMtNDMyZWNhOTcwNTkxXkEyXkFqcGc@._V1_SX300.jpg,7.1
461,463,The Secret of Roan Inish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,103,Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.,10076,https://m.media-amazon.com/images/M/MV5BOGI2MjQwZTAtZDc4MS00MmQ5LWEyY2YtZmFiYTZiNWNiNmI5XkEyXkFqcGc@._V1_SX300.jpg,7.4
462,464,Vanya on 42nd Street ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,119,"New York actors rehearse Chekhov's ""Uncle Vanya"" in a dilapidated theatre.",5355,https://m.media-amazon.com/images/M/MV5BOWZiODg0NmMtYWJlYi00MTZkLWFmMmEtYjMxYmU0MWRkOTIyXkEyXkFqcGc@._V1_SX300.jpg,7.3
463,465,The Jungle Book,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,106,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",296010,https://m.media-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_SX300.jpg,7.3
464,466,Red Rock West ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,98,"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.",26133,https://m.media-amazon.com/images/M/MV5BYjY2MzA5NWEtZmM5ZS00ZGYwLTg2NjItOWQyYTk5YTI4ZWM3XkEyXkFqcGc@._V1_SX300.jpg,7.0
465,467,A Bronx Tale,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,121,"An intense drama about a boy torn between his tough, hard-working father and a violent yet charismatic crime boss.",167401,https://m.media-amazon.com/images/M/MV5BZTZiZWFjY2UtMDYzOS00N2JhLTk5YmYtMGQ1Yjk5ZWYzZjI4XkEyXkFqcGc@._V1_SX300.jpg,7.8
466,468,Rudy ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,114,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,70471,https://m.media-amazon.com/images/M/MV5BNjQ1MWQ4MWQtZWQzMy00NmU1LThmYzItNGU1OTc5MWJjNzQ1XkEyXkFqcGc@._V1_SX300.jpg,7.5
467,469,Short Cuts ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,188,The day-to-day lives of several suburban Los Angeles residents.,48172,https://m.media-amazon.com/images/M/MV5BYThkMTY5ZTgtYzc0Yy00MTZiLWE5YjUtMDAwM2E4Yjg5MmM5XkEyXkFqcGc@._V1_SX300.jpg,7.6
468,470,Tombstone ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,130,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.",171834,https://m.media-amazon.com/images/M/MV5BNmQyMzlhNjUtMzRjYS00MWY4LWI5MDAtZGU1MWE2M2E0OGMxXkEyXkFqcGc@._V1_SX300.jpg,7.8
469,471,Courage Under Fire ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1996,116,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",60773,https://m.media-amazon.com/images/M/MV5BZTU2MGZmZjAtOWVjNy00NTlkLTg0ZTUtN2Q3NmUxNTNhNGVhXkEyXkFqcGc@._V1_SX300.jpg,6.6
470,472,Dragonheart ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1996,103,"The last dragon and a disillusioned dragon-slaying knight must unite to stop an evil king, who was granted partial immortality.",102987,https://m.media-amazon.com/images/M/MV5BZDViYjIxNjgtMmEyNS00MmVlLTllOWMtMGU0NzEwZjU2ZTYzXkEyXkFqcGc@._V1_SX300.jpg,6.4
471,473,James and the Giant Peach ,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,79,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",75770,https://m.media-amazon.com/images/M/MV5BMmQwNDEyNjItYmExOC00MGU4LWE2MDEtOTFlZTM5MzA1OTY1XkEyXkFqcGc@._V1_SX300.jpg,6.7
472,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1964,95,"An unhinged American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",531586,https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_SX300.jpg,8.3
473,475,Trainspotting ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,93,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",739118,https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThjODQtZjNjNzllYzRiNTE0XkEyXkFqcGc@._V1_SX300.jpg,8.1
474,476,The First Wives Club,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,103,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",55772,https://m.media-amazon.com/images/M/MV5BODBjMzg2MTktYjhjNS00ODNjLTk3MzYtZjAyYjg2NjZiNjVjXkEyXkFqcGc@._V1_SX300.jpg,6.4
475,477,Matilda ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,98,A girl gifted with a keen intellect and psychic powers uses both to get even with her callous family and free her kindly schoolteacher from the tyrannical grip of a sadistic headmistress.,180728,https://m.media-amazon.com/images/M/MV5BYWE3ZDMzMmEtODgwNi00NzMxLThkYWItMTAzMWUyMzI1NDQ1XkEyXkFqcGc@._V1_SX300.jpg,7.0
476,478,The Philadelphia Story,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1940,112,"After a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",75326,https://m.media-amazon.com/images/M/MV5BYmMwZTQ5OGUtMjQ4Ni00ZTIwLTk1ZWMtNzhlMGQxYjIxMTU1XkEyXkFqcGc@._V1_SX300.jpg,7.8
477,479,Vertigo ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1958,128,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",436994,https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_SX300.jpg,8.3
478,480,North by Northwest ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1959,136,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",355978,https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_SX300.jpg,8.3
479,481,The Apartment,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1960,125,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",204578,https://m.media-amazon.com/images/M/MV5BNDdhMzVhOWQtNDU2Mi00ZmZmLWJiZDMtY2QxMjhjY2Y1ZTI5XkEyXkFqcGc@._V1_SX300.jpg,8.3
480,482,Some Like It Hot ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1959,121,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",290808,https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_SX300.jpg,8.2
481,483,Casablanca ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1942,102,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,622569,https://m.media-amazon.com/images/M/MV5BNWEzN2U1YTYtYTQyMS00NTVkLWE2NGQtZWFlMmM0MDNjMmRiXkEyXkFqcGc@._V1_SX300.jpg,8.5
482,484,The Maltese Falcon,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1941,100,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",169457,https://m.media-amazon.com/images/M/MV5BZjJhOTcwNGYtZGM3ZS00ZTYzLWJlZDYtMzllYmRkMDI4MjBkXkEyXkFqcGc@._V1_SX300.jpg,7.9
483,485,My Fair Lady ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1964,170,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make a crude flower girl, Eliza Doolittle, presentable in high society.",103195,https://m.media-amazon.com/images/M/MV5BNmMxZmFjZmQtMDRiOC00MDQxLTlhNDktZTkxMmRiYWM1ZDUzXkEyXkFqcGc@._V1_SX300.jpg,7.7
485,487,Roman Holiday ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1953,118,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,150288,https://m.media-amazon.com/images/M/MV5BNTVjNWUwZTEtZmI3OS00ODhmLWFhNTEtY2I1OTdlMjg0YTEyXkEyXkFqcGc@._V1_SX300.jpg,8.0
487,489,Notorious ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1946,102,The daughter of a convicted German spy is asked by American agents to gather information on a ring of German scientists in South America. How far will she have to go to ingratiate herself with them?,109703,https://m.media-amazon.com/images/M/MV5BOGU5ZjdmNzUtMGY0Ny00NjMyLWJiMDEtMmMzYmMyOTNjNzlmXkEyXkFqcGc@._V1_SX300.jpg,7.9
488,490,To Catch a Thief ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1955,106,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,81688,https://m.media-amazon.com/images/M/MV5BOWVjMjA1YzQtMjY4Yy00NDg1LTkwYmUtNDVlZGZiNmRhMGQ0XkEyXkFqcGc@._V1_SX300.jpg,7.4
489,491,The Adventures of Robin Hood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,102,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",55634,https://m.media-amazon.com/images/M/MV5BYjA3NzFjNmItYTkwZi00NmMyLWFiMDgtMzY4NjY1ODE0NTg1XkEyXkFqcGc@._V1_SX300.jpg,7.9
490,492,East of Eden ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1955,118,"Two brothers in 1910s California struggle to maintain the favor of their affectionate but strict, Bible-toting father as an old secret about their long-absent mother comes to light.",49600,https://m.media-amazon.com/images/M/MV5BYjkyNzQ0MTgtOTk5Yi00NWVjLTkwYmMtZjhhMDkxMmZmMGZiXkEyXkFqcGc@._V1_SX300.jpg,7.8
491,493,The Thin Man,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1934,91,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",33195,https://m.media-amazon.com/images/M/MV5BOWNhZmQxMzUtZDMxYS00OWFhLWI1MjgtOTYxNmM0NWQ3M2FhXkEyXkFqcGc@._V1_SX300.jpg,7.9
492,494,His Girl Friday ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,92,"A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from quitting and remarrying, using an exclusive interview with a death row convict as an enticement to buy himself some time to win her back.",64510,https://m.media-amazon.com/images/M/MV5BMzRhMTQ1ZjEtYzM2MC00OThiLTk3NTEtNGRhNzcwNGM2YWQ4XkEyXkFqcGc@._V1_SX300.jpg,7.8
493,495,Around the World in 80 Days ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,120,"To win a bet, an eccentric British inventor embarks, with his Chinese valet and an aspiring French artist, on a trip full of adventures and dangers around the world in exactly 80 days.",96300,https://m.media-amazon.com/images/M/MV5BMjIwNDk0NzUtNTZlOC00OGNiLWI0ODgtYWNhYzU4MzEwMjRiXkEyXkFqcGc@._V1_SX300.jpg,5.9
494,496,It's a Wonderful Life ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1946,130,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,517633,https://m.media-amazon.com/images/M/MV5BMDM4OWFhYjEtNTE5Yy00NjcyLTg5N2UtZDQwNDZlYjlmNDU5XkEyXkFqcGc@._V1_SX300.jpg,8.6
495,497,Bringing Up Baby ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,102,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",67247,https://m.media-amazon.com/images/M/MV5BNDA5M2NlYjAtYzQ3OC00ZWM0LWJjYWYtMTU5N2NhNGY3ZmZmXkEyXkFqcGc@._V1_SX300.jpg,7.8
496,498,The African Queen,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1951,105,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",85699,https://m.media-amazon.com/images/M/MV5BY2Y0OWQ4Y2QtNGE5NC00MDk4LWFlYmQtYWVmNzZlZWVhMTg4XkEyXkFqcGc@._V1_SX300.jpg,7.7
497,499,Cat on a Hot Tin Roof ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1958,108,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,54464,https://m.media-amazon.com/images/M/MV5BMTYzNjY1YjYtNDQzMi00M2JjLTgwMDEtMDc3ZWE3ZmI2NjNiXkEyXkFqcGc@._V1_SX300.jpg,7.9
499,501,Dumbo ,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1941,64,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",145337,https://m.media-amazon.com/images/M/MV5BNzIzZWZmM2ItNGMzOC00MGFiLTgxODgtNTQ2Mzk3ZWE1MzYxXkEyXkFqcGc@._V1_SX300.jpg,7.2
500,502,Bananas ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1971,82,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",38551,https://m.media-amazon.com/images/M/MV5BMTIyYmU1NmQtYjI3Ni00N2IwLTg4MmItMzNhOWRiMjk5NjY4XkEyXkFqcGc@._V1_SX300.jpg,6.9
501,503,The Candidate,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1972,110,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",12114,https://m.media-amazon.com/images/M/MV5BNDQzMGMzYTctOWE5Mi00OGFlLTlhY2YtZjg1NGFlZDkwNzkxXkEyXkFqcGc@._V1_SX300.jpg,7.0
502,504,Bonnie and Clyde ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1967,111,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",123079,https://m.media-amazon.com/images/M/MV5BYWI3ZmM1NmEtMDk4Yi00MzYzLTk0MDctYWJlZjY4MGViNDFiXkEyXkFqcGc@._V1_SX300.jpg,7.7
503,505,Dial M for Murder ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1954,105,A former tennis star arranges the murder of his adulterous wife.,194632,https://m.media-amazon.com/images/M/MV5BZmYzNDgzYjgtNmU3Ny00YzUxLWE3OWUtMjIxZmNkYTVhNDZmXkEyXkFqcGc@._V1_SX300.jpg,8.2
504,506,Rebel Without a Cause ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1955,111,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",99473,https://m.media-amazon.com/images/M/MV5BY2QzZWUzODQtODUyZi00NDBlLTgzMGEtY2UzNmZhYzI0MTEyXkEyXkFqcGc@._V1_SX300.jpg,7.6
505,507,A Streetcar Named Desire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1951,122,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,115987,https://m.media-amazon.com/images/M/MV5BNTdmZDY1ODQtNzFjYy00MGM4LWJmNDItN2MxMmQ2OTgxZGNmXkEyXkFqcGc@._V1_SX300.jpg,7.9
506,508,The People vs. Larry Flynt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,130,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",101951,https://m.media-amazon.com/images/M/MV5BNDU2ZTYxMDItNzRjNy00YWNkLTg1YTAtYmZlYTQxMzA3NjFmXkEyXkFqcGc@._V1_SX300.jpg,7.3
507,509,My Left Foot ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989,103,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",81322,https://m.media-amazon.com/images/M/MV5BYzU2NDY0YzItOTVhNS00Yzk4LTg0ZTktNjFiZDJmZTgwMDYyXkEyXkFqcGc@._V1_SX300.jpg,7.8
508,510,The Magnificent Seven,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2016,132,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,233729,https://m.media-amazon.com/images/M/MV5BMTUzNTc0NTAyM15BMl5BanBnXkFtZTgwMTk1ODA5OTE@._V1_SX300.jpg,6.9
509,511,Lawrence of Arabia ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1962,227,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",323716,https://m.media-amazon.com/images/M/MV5BYjY0YTQ1OTAtYjEyNy00NTQ4LThlMTQtM2QwYTVhYWFhNjU5XkEyXkFqcGc@._V1_SX300.jpg,8.3
510,512,Wings of Desire ,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1987,128,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",79721,https://m.media-amazon.com/images/M/MV5BYTUwY2EyMDktMGI0Ny00MDNlLWE0ODMtZWIwOGNhNmY1OWIwXkEyXkFqcGc@._V1_SX300.jpg,7.9
511,513,The Third Man,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1949,93,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",187102,https://m.media-amazon.com/images/M/MV5BNTAwZjAwZDUtNDc1Yi00OGY3LTgzMjktYjIyMjQzOWE3MmVhXkEyXkFqcGc@._V1_SX300.jpg,8.1
512,514,Annie Hall ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1977,93,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",281134,https://m.media-amazon.com/images/M/MV5BNjZlOWE5N2UtMTdhZC00NjU5LTg2MjYtOGU4NDhhNWNlMmRlXkEyXkFqcGc@._V1_SX300.jpg,8.0
514,516,Local Hero ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,111,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected.",27448,https://m.media-amazon.com/images/M/MV5BNjRmYWNlYWMtOTcxZS00YzU5LWEwZTctYjEzZWZlNmQxN2Y1XkEyXkFqcGc@._V1_SX300.jpg,7.3
